"id","created_at","created_by","campus","slug","name","aka","geoloc","type","image_url","description","address","postal_code","state","city","departments","rooms","country","last_updated_at","last_updated_by"
2093,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-216",Rains 216,"{10-216,""Rains 216"",""Rains, Building 216""}","{""lat"": 37.42113377, ""lon"": -122.15825091}","{""""}","","","216 Rosse Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2094,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-217",Rains 217,"{10-217,""Rains 217"",""Rains, Building 217""}","{""lat"": 37.42098414, ""lon"": -122.15896885}","{""""}","","","217 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2095,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-218",Rains 218,"{10-218,""Rains 218"",""Rains, Building 218""}","{""lat"": 37.42135189, ""lon"": -122.15867759}","{""""}","","","218 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2096,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-219",Rains 219,"{10-219,""Rains 219"",""Rains, Building 219"",""Rains, Willis Lounge"",""Willis Lounge""}","{""lat"": 37.42122156, ""lon"": -122.15892547}","{""""}","","","219 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2097,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-220",Rains 220,"{10-220,""Rains 220"",""Rains, Building 220""}","{""lat"": 37.42133478, ""lon"": -122.15950111}","{""""}","","","220 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2098,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-223",Rains 223,"{10-223,""Rains 223"",""Rains, Building 223""}","{""lat"": 37.42171189, ""lon"": -122.15931769}","{""""}","","","223 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2099,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-222",Rains 222,"{10-222,""Rains 222"",""Rains, Building 222""}","{""lat"": 37.42149119, ""lon"": -122.15962077}","{""""}","","","222 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2100,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-221",Rains 221,"{10-221,""Rains 221"",""Rains, Building 221""}","{""lat"": 37.42160437, ""lon"": -122.1591342}","{""""}","","","221 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2101,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-224",Rains 224,"{10-224,""Rains 224"",""Rains, Building 224""}","{""lat"": 37.42164613, ""lon"": -122.15973887}","{""""}","","","224 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2102,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-225",Rains 225,"{10-225,""Rains 225"",""Rains, Building 225""}","{""lat"": 37.42181932, ""lon"": -122.15950186}","{""""}","","","225 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2103,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-227",Rains 227,"{10-227,""Rains 227"",""Rains, Building 227""}","{""lat"": 37.4219137, ""lon"": -122.16017329}","{""""}","","","227 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2104,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-226",Rains 226,"{10-226,""Rains 226"",""Rains, Building 226""}","{""lat"": 37.42184011, ""lon"": -122.15982301}","{""""}","","","226 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2105,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-228",Rains 228,"{10-228,""Rains 228"",""Rains, Building 228""}","{""lat"": 37.4221879, ""lon"": -122.15979625}","{""""}","","","228 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2106,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-229",Rains 229,"{10-229,""Rains 229"",""Rains, Building 229""}","{""lat"": 37.42219864, ""lon"": -122.16023391}","{""""}","","","229 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2107,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-230",Rains 230,"{10-230,""Rains 230"",""Rains, Building 230"",""Rains, Timoshenko Lounge"",""Timoshenko Lounge""}","{""lat"": 37.42198241, ""lon"": -122.15960436}","{""""}","","","230 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2108,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-232",Rains 232,"{10-232,""Rains 232"",""Rains, Building 232""}","{""lat"": 37.42228447, ""lon"": -122.1604698}","{""""}","","","232 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2110,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-233",Rains 233,"{10-233,""Rains 233"",""Rains, Building 233""}","{""lat"": 37.42245525, ""lon"": -122.16023407}","{""""}","","","233 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2111,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-235",Rains 235,"{10-235,""Rains 235"",""Rains, Building 235""}","{""lat"": 37.42261257, ""lon"": -122.1603513}","{""""}","","","235 Ayrshire Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2212,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"12-531",Site 531,"{12-531,""Site 531""}","{""lat"": 37.40306783, ""lon"": -122.17404954}","{""""}","","","540 Reservoir Road",94305,CA,Stanford,"{""""}","{""""}",US,,
2157,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-650",Terra,"{10-650,""Terra Dining"",Terra}","{""lat"": 37.42142837, ""lon"": -122.16303448}","{""""}","","","539 Cowell Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2283,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"14-860",Brick Barn,"{14-860,""Brick Barn"",""Golf Equip Storage"",""Golf Equipment Storage"",""Golf Stor.""}","{""lat"": 37.42421478, ""lon"": -122.18575548}","{""""}","","","160 Fremont Road",94305,CA,Stanford,"{""""}","{""""}",US,,
2414,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,schwab,Schwab,{Schwab},"{""lat"": 37.42722, ""lon"": -122.161925}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1724,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-270",Hansen Exptl Physics Lab - South,"{04-270,""Hansen Exptl Physics Lab - South"",""Hepl South""}","{""lat"": 37.42713077, ""lon"": -122.17464245}","{""""}","","","491 South Service Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1728,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-490",Mccullough Building,"{04-490,""Mccullough Building"",""Simes Operations""}","{""lat"": 37.42747867, ""lon"": -122.1728969}","{""""}","","","476 Lomita Mall",94305,CA,Stanford,"{""""}","{Mcc122,Mcc127,Mcc128,Mcc134,Mccull115,Mccull122,Mccull126,""Mccullough Conference Room""}",US,,
1726,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-480",Gordon & Betty Moore Materials Research,"{04-480,""Gordon & Betty Moore Materials Research"",""Mccullough Annex"",Mccullough,""Moore Materials Research""}","{""lat"": 37.42781145, ""lon"": -122.17280716}","{""""}","","","466 Lomita Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1736,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-645",Parking Structure 10 - Roble Field,"{04-645,""Parking Structure 10 - Roble Field"",""Ps 10"",""Roble Field Garage"",""Roble Prkg""}","{""lat"": 37.426321, ""lon"": -122.175948287985}","{""""}","","","519 Via Ortega",94305,CA,Stanford,"{""""}","{""""}",US,,
1738,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-675t",Bambi Modular,"{04-675t,""Bambi Modular"",Bambi,Employment,""Risk Management Operations"",""Risk Management"",""Roble Modular (12)"",Stanfordtemps,Worklife}","{""lat"": 37.42714617, ""lon"": -122.17581116}","{""""}","","","320 Panama Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1739,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-720",Charles B. Thornton Center For Engineering And Management,"{04-720,""Charles B. Thornton Center For Engineering And Management"",""Mechanical Eng Operations"",""Mechanical Engineering Operations"",""Mechanical Engineering"",Thornt207,Thornt102,Thornt110,Thornt210,Thornt211,Thornt208,Thornt209,""Thornton Center"",Thornton102,Thornton110,Thornton,Thornton210}","{""lat"": 37.4255553, ""lon"": -122.17370443}","{""""}","","","379 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1740,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-010",Housing Front Desk At Lagunita Court,"{05-010,""Housing Front Desk At Lagunita Court"",Lag-Adm,""Lagunita, Administration"",""Res Ed Operations"",""Residential Education (East Campus)"",""Residential Education (Headquarters)"",""Residential Education (West Campus)"",""Residential Education (Independent Living)"",""Residential Education Operations""}","{""lat"": 37.42544486, ""lon"": -122.17610169}","{""""}","","","326 Santa Teresa Street",94305,CA,Stanford,"{""""}",{05-010h},US,,
1742,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-010a","Lagunita, Naranja","{05-010a,""Lagunita, Naranja"",Naranja}","{""lat"": 37.42522416, ""lon"": -122.17587493}","{""""}","","","326 Santa Teresa Street, Naranja",94305,CA,Stanford,"{""""}","{""""}",US,,
1743,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-010c","Lagunita, Ujamaa A","{05-010c,""Lagunita, Ujamaa A"",""St. Clair Drake Lounge"",""Ujamaa A""}","{""lat"": 37.42479449, ""lon"": -122.17577626}","{""""}","","","326 Santa Teresa Street, Ujamaa A",94305,CA,Stanford,"{""""}","{""""}",US,,
1730,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-520",Varian Physics Lab,"{04-520,""Glam Operations"",""Hepl Operations"",""Varian Building"",""Varian Physics Lab""}","{""lat"": 37.42852357, ""lon"": -122.17257399}","{""""}","","","382 Via Pueblo Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1729,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-510",William R. Hewlett Teaching Center,"{04-510,""Bloch Lecture Hall"",""Hewlett Teaching Center"",Hewlett101,Hewlett102,Hewlett103,Hewlett200,Hewlett201,""Regional Teaching Center"",Rtf,Seq2,Tcseq101,Tcseq,Tcseq102,Tcseq103,Tcseq200,Tcseq201,""Teaching Center For Seq"",""William R. Hewlett Teaching Center""}","{""lat"": 37.42900001, ""lon"": -122.17285486}","{""""}","","","370 Serra Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1733,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-550",Hugh Hildreth Skilling Building,"{04-550,""Hugh Hildreth Skilling Building"",Skillaud,""Skilling Auditorium"",""Skilling Building"",Skilling}","{""lat"": 37.42713104, ""lon"": -122.17284632}","{""""}","","","494 Lomita Mall",94305,CA,Stanford,"{""""}","{Sk191,Skill193,Sk193,Skill191}",US,,
2417,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,stern-dining,Stern Dining,"{""Stern Dining""}","{""lat"": 37.423766, ""lon"": -122.165307}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1747,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-010g","Lagunita, Lakeside Dining","{05-010g,""Lagunita, Lakeside Dining"",""Lagunita/Roble Dining""}","{""lat"": 37.42469633, ""lon"": -122.17638039}","{""""}","","","326 Santa Teresa Street",94305,CA,Stanford,"{""""}","{Lag-Din,""Lagunita, Dining Hall""}",US,,
1748,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-010j",Red Skillet Kitchen @ Lakeside Dining,"{05-010j,""Red Skillet Kitchen @ Lakeside Dining""}","{""lat"": 37.425589, ""lon"": -122.177059}","{""""}","","","324 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""Building J"",""Lagunita, Building J"",""Lagunita, Norcliffe""}",US,,
1750,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-090",Windhover Contemplative Center,"{05-090,""Windhover Contemplative Center"",Windhover}","{""lat"": 37.42504543, ""lon"": -122.17434349}","{""""}","","","370 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1761,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-310",Knoll Garage,"{05-310,""Knoll Garage"",Knoll-Gar}","{""lat"": 37.42078686, ""lon"": -122.1729004}","{""""}","","","662 Lomita Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1825,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"06-500c",Larkin North,"{06-500c,""Larkin N"",""Stern - Larkin North"",""Stern, Larkin North""}","{""lat"": 37.42506843, ""lon"": -122.16583628}","{""""}","","","618 Escondido Road, Larkin North",94305,CA,Stanford,"{""""}","{""""}",US,,
1774,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-600",Bob (Robert Moore South),"{05-600,""Bob (Robert Moore South)"",""Bob Dining"",""Moore (Robt S) South (Bob)"",""Moore South"",""Robert Moore South"",""Undergraduate Row Houses""}","{""lat"": 37.42149229, ""lon"": -122.16892801}","{""""}","","","566 Mayfield Avenue",94305,CA,Stanford,"{""""}","{""""}",US,,
1746,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-010f","Lagunita, Eucalipto","{05-010f,""Eucalipto Lounge"",Eucalipto,""Lagunita, Eucalipto""}","{""lat"": 37.42500794, ""lon"": -122.17679058}","{""""}","","","326 Santa Teresa Street, Eucalipto",94305,CA,Stanford,"{""""}","{""""}",US,,
1731,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-530",Sequoia Hall (Statistics),"{04-530,""Mathematical & Computational Science"",""Sequoia Hall (Statistics)"",Sequoia}","{""lat"": 37.42893266, ""lon"": -122.17219955}","{""""}","","","390 Serra Mall",94305,CA,Stanford,"{""""}","{Sequoia200,Sequoiahall200}",US,,
1737,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-650",Roble Gym,"{04-650,Drama,""Roble Studio Theater"",Roblegym,Roblestudio,""Roble Gym""}","{""lat"": 37.42618155, ""lon"": -122.17478697}","{""""}","","","375 Santa Teresa Street",94305,CA,Stanford,"{""Theater and Performance Studies"",T&PS,TAPS,""Stanford Live""}","{Roble17,Roble2,Roble33,Roble6,Roble42,""Roble Dance Studio"",""Roble Gym""}",US,,
1749,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-010k","Lagunita, Meier","{05-010k,""Lagunita, Meier"",""Lagunita, Building K""}","{""lat"": 37.42515, ""lon"": -122.175183}","{""""}","","","351 Santa Teresa Street",94305,CA,Stanford,"{""""}",{},US,,
1751,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-100",Roble Complex,"{05-100,""Roble Complex"",""Roble Hall"",""Roble Package Center"",""Roble Parlor"",""Roble Theatre"",""Roble Theater"",""Zoo Room""}","{""lat"": 37.42426187, ""lon"": -122.1745725}","{""""}","","","374 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1753,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-200b",Cardenal (FloMo),"{05-200b,Cardenal,""Florence Moore Cardenal Dining"",""Florence Moore, Cardenal"",""Cardenal (FloMo)""}","{""lat"": 37.42194434, ""lon"": -122.171157}","{""""}","","","436 Mayfield Avenue, Cardenal",94305,CA,Stanford,"{""""}","{""""}",US,,
1754,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-200a",Alondra (FloMo),"{05-200a,Alondra,""Florence Moore Alondra Dining"",""Florence Moore, Alondra"",""Alondra (FloMo)""}","{""lat"": 37.42227561, ""lon"": -122.17124098}","{""""}","","","436 Mayfield Avenue, Alondra",94305,CA,Stanford,"{""""}","{""""}",US,,
1755,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-200c",Faisan (FloMo),"{05-200c,Faisan,""Florence Moore Faisan Dining"",""Florence Moore, Faisan"",""Faisan (FloMo)"",Phaisan}","{""lat"": 37.42166667, ""lon"": -122.17139092}","{""""}","","","436 Mayfield Avenue, Faisan",94305,CA,Stanford,"{""""}","{""""}",US,,
1765,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-425",Carl Breer Library,"{05-425,""Breer Lib."",""Carl Breer Library"",""Row Fac""}","{""lat"": 37.42084062, ""lon"": -122.1712773}","{""""}","","","672 Lomita Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1770,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-520",Jerry,"{05-520,""Jerry Dining"",""Lambda Nu"",Jerry}","{""lat"": 37.42108577, ""lon"": -122.17366398}","{""""}","","","658 Lomita Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1851,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"07-230",Lokey Laboratory Building,"{07-230,""Chem. Bio."",""Chemical Biology (Lorry Lokey)"",""Chemical Biology"",""Lokey Laboratory Building"",""Lorry I. Lokey Laboratory For Life Sciences"",""Lorry I. Lokey Laboratory""}","{""lat"": 37.43194801, ""lon"": -122.17277725}","{""""}","","","337 Campus Drive",94305,CA,Stanford,{Chemistry},"{""""}",US,,
1762,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-410",Theta Delta Chi,"{05-410,""Theta Delta Chi Dining"",""Theta Delta"",""Theta Delta Chi""}","{""lat"": 37.42090286, ""lon"": -122.17013804}","{""""}","","","675 Lomita Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1773,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-550",Delta Tau Delta,"{05-550,""Delta Tau Delta"",""Narnia (1135 Campus Drive)"",""Narnia Dining"",Narnia,""Zeta Psi""}","{""lat"": 37.41995644, ""lon"": -122.1749158}","{""""}","","","1135 Campus Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1760,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-200h",Florence Moore Dining,"{05-200h,""Florence Moore Dining"",""Florence Moore, Kitchen""}","{""lat"": 37.42189096, ""lon"": -122.17178374}","{""""}","","","436 Mayfield Avenue",94305,CA,Stanford,"{""""}",{Flomodin},US,,
1766,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-430",Phi Delta Theta,"{05-430,""Phi Delta Theta""}","{""lat"": 37.42048121, ""lon"": -122.17137426}","{""""}","","","680 Lomita Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1769,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-510",Lake House,"{05-510,""Lake House""}","{""lat"": 37.42188992, ""lon"": -122.17360501}","{""""}","","","636 Lomita Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1771,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-530",Kappa Alpha,"{05-530,Clifford,""Ka House"",""Kappa Alpha - 664 Lomita Courts"",""Kappa Alpha Dining""}","{""lat"": 37.42040589, ""lon"": -122.17394974}","{""""}","","","664 Lomita Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1772,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-540",Enchanted Broccoli Forest,"{05-540,""1115 Camps"",""Alpha Delta Phi"",Delta,Ebf,""Enchanted Broccoli Forest Dining"",""Enchanted Broccoli Forest""}","{""lat"": 37.41975699, ""lon"": -122.17401713}","{""""}","","","1115 Campus Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1788,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-740b",Avanti Dining,"{05-740b,""Avanti Dining"",Avanti}","{""lat"": 37.42463295, ""lon"": -122.18086699}","{""""}","","","591 Los Arboles Avenue",94305,CA,Stanford,"{""""}","{""""}",US,,
1791,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-750a",Potter,"{05-750a,Potter}","{""lat"": 37.42566527, ""lon"": -122.17975607}","{""""}","","","236 Santa Teresa Street, Potter",94305,CA,Stanford,"{""""}","{""""}",US,,
1629,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"01-160","Building 160, Main Quad","{01-160,""Building 160, Main Quad"",""Legal Services"",""Learning Lab"",""Olives @ Building 160"",""Olives@Building 160"",""Olives @Building 160"",Scil,""Wallenberg Hall"",""Wallenberg Theater"",Wallenberg}","{""lat"": 37.42826985, ""lon"": -122.16901666}","{""""}","","","450 Serra Mall, Building 160",94305,CA,Stanford,"{""""}","{160-120,160-123,160-124,160-125,160-127,160-314,160-315,160-317,160-318,160-321,160-319,160-323,160-322,160-325,160-326,160-328,160-329,160-330,160-331,160-B36,160-B35,160-332,160-B37,160-B38,160-B39,160-B40}",US,,
