"id","created_at","created_by","campus","slug","name","aka","geoloc","type","image_url","description","address","postal_code","state","city","departments","rooms","country","last_updated_at","last_updated_by"
1929,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-190",Telecomunications Center,"{09-190,""333 Bonair"",""Telecomunications Center"",Telecom}","{""lat"": 37.42832218, ""lon"": -122.15802806}","{""""}","","","333 Bonair Siding",94305,CA,Stanford,"{""""}","{""""}",US,,
1932,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-300",Maples,"{09-300,Maples,Maplespavilion,""Maples Pavilion"",""Roscoe Maples Pavilion""}","{""lat"": 37.42956913, ""lon"": -122.16053158}","{""""}","","","655 Campus Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1937,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-340",Taube Family Tennis Stadium,"{09-340,""Taube Family Tennis Stadium"",""Ten. Exp.""}","{""lat"": 37.43044966, ""lon"": -122.16217473}","{""""}","","","625 Campus Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1938,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-357",Field Hockey Bleachers,"{09-357,""Field Hockey Bleachers"",Hockey}","{""lat"": 37.43028683, ""lon"": -122.15829489}","{""""}","","","667 Nelson Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1943,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-377",Bleachers,"{09-377,Bleachers,""Laird Q. Cagan Stadium"",""Maloney Bleachers""}","{""lat"": 37.4327672, ""lon"": -122.15835941}","{""""}","","","147 Sam Mcdonald Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1944,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-378",Laird Cagan Stadium,"{09-378,""Laird Cagan Stadium"",""Leo Weinstein Field House"",Maloney}","{""lat"": 37.43332616, ""lon"": -122.15768464}","{""""}","","","141 Sam Mcdonald Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1946,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-381",Taube Tennis Backcourt Bleachers,"{09-381,""Taube Tennis Backcourt Bleachers"",Taube}","{""lat"": 37.43082083, ""lon"": -122.16152641}","{""""}","","","277 Sam Mcdonald Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1947,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-390",Stanford Visitor Center,"{09-390,""Stanford Visitor Center"",""Visitor Information Services"",""Visitor Info Services""}","{""lat"": 37.43154085, ""lon"": -122.16361906}","{""""}","","","295 Galvez Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1948,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-392",Angell Field South Bleachers,"{09-392,""Angell Field South Bleachers"",""Athletics Shop"",""Track House""}","{""lat"": 37.4320262, ""lon"": -122.1632069}","{""""}","","","269 Galvez Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1950,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-400",Auxiliary Central Office,"{09-400,""Auxiliary Central Office"",Commissary,""Dining Cnt"",""Stanford Dining, Hospitality & Aux.""}","{""lat"": 37.42973128, ""lon"": -122.15508496}","{""""}","","","693 Pampas Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
1955,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-535",Gate 2,"{09-535,""Gate 2"",""Ticket Office - Gate 2""}","{""lat"": 37.43326305, ""lon"": -122.15992589}","{""""}","","","150 Sam Mcdonald Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1956,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-550",El Camino Restroom - Men'S,"{09-550,""El Camino Restroom - Men'S"",Mcdonald}","{""lat"": 37.43596764, ""lon"": -122.15965173}","{""""}","","","116 Sam Mcdonald Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1957,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-565",Gate 3 Rr,"{09-565,""Gate 3 Rr""}","{""lat"": 37.4332629, ""lon"": -122.16082693}","{""""}","","",Gate 3 - Men'S Restroom,94305,CA,Stanford,"{""""}","{""""}",US,,
1958,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-560",El Camino Restroom - Women'S,"{09-560,""El Camino Restroom - Women'S"",""Women'S Community Center"",""Women'S Restroom"",Women'S-St,Women'S}","{""lat"": 37.43620426, ""lon"": -122.15990134}","{""""}","","","118 Sam Mcdonald Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1960,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-571",Gate 7 Rr,"{09-571,""Gate 7 Rr""}","{""lat"": 37.43498852, ""lon"": -122.1625999}","{""""}","","",Gate 7 - Men'S Restroom,94305,CA,Stanford,"{""""}","{""""}",US,,
1945,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-380",Varsity Tennis Court Facility,"{09-380,Var.T.Fac,""Varsity Tennis Court Facility""}","{""lat"": 37.43081821, ""lon"": -122.16253907}","{""""}","","","275 Sam Mcdonald Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1949,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-393",Angell Field North Bleachers,"{09-393,""Angel Blch"",""Angell Field North Bleachers"",""Athletic Concessions""}","{""lat"": 37.43239462, ""lon"": -122.16269961}","{""""}","","","267 Galvez Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1951,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-410",Auxiliary Library,"{09-410,""Aux. Lib."",""Auxiliary Library"",""Dining Services Central Operations"",""Dining Services Central Ops"",""Stanford Auxiliary (Sal)"",""Stanford Auxiliary Library"",""Stanford Video""}","{""lat"": 37.43016717, ""lon"": -122.15496737}","{""""}","","","691 Pampas Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
1961,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-572",Gate 9 Rr,"{09-572,""Gate 9 Rr""}","{""lat"": 37.43576403, ""lon"": -122.16152914}","{""""}","","",Gate 9 - Women'S Restroom,94305,CA,Stanford,"{""""}","{""""}",US,,
1962,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-573",Gate 11 Rr,"{09-573,""Gate 11 Rr""}","{""lat"": 37.43538741, ""lon"": -122.16034383}","{""""}","","",Gate 11 - Men'S Restroom,94305,CA,Stanford,"{""""}","{""""}",US,,
1963,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-574",Gate 13 Rr,"{09-574,""Gate 13 Rr""}","{""lat"": 37.434385, ""lon"": -122.15940379}","{""""}","","",Gate 13 - Women'S Restroom,94305,CA,Stanford,"{""""}","{""""}",US,,
1964,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-575",N. Ticket,"{09-575,""N. Ticket"",""North Ticket Booth""}","{""lat"": 37.43574435, ""lon"": -122.162446}","{""""}","","","603 Nelson Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1975,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-002",Ev Unit-2,"{10-002,""Ev Unit-2""}","{""lat"": 37.42380317, ""lon"": -122.15712574}","{""""}","","","Escondido Village, Building 002",94305,CA,Stanford,"{""""}","{""Escondido Village I - Unit 2""}",US,,
1976,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-003",Escondido Village I - Unit 3,"{10-003,""Escondido Village I - Unit 3"",""Escondido Village I - Unit 33"",""Escondido Village, Building 003"",""Ev Unit-3""}","{""lat"": 37.42411028, ""lon"": -122.1568992}","{""""}","","","3 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1977,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-004",Ev Unit-4,"{10-004,""Ev Unit-4""}","{""lat"": 37.42430241, ""lon"": -122.15676645}","{""""}","","","Escondido Village, Building 004",94305,CA,Stanford,"{""""}","{""Escondido Village I - Unit 4""}",US,,
1978,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-007",Ev Unit-7,"{10-007,""Ev Unit-7""}","{""lat"": 37.42476579, ""lon"": -122.1556901}","{""""}","","","Escondido Village, Building 007",94305,CA,Stanford,"{""""}","{""Escondido Village I - Unit 7""}",US,,
1982,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-018",Escondido Village I - Unit 18,"{10-018,""Escondido Village I - Unit 18"",""Escondido Village, Building 018"",""Ev Unit-18""}","{""lat"": 37.42407667, ""lon"": -122.15440062}","{""""}","","","18 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1983,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-019",Escondido Village I - Unit 19,"{10-019,""Escondido Village I - Unit 19"",""Escondido Village, Building 019"",""Ev Unit-19""}","{""lat"": 37.42389109, ""lon"": -122.1544419}","{""""}","","","19 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1984,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-020",Escondido Village I - Unit 20,"{10-020,""Escondido Village I - Unit 20"",""Escondido Village, Building 020"",""Ev Unit-20""}","{""lat"": 37.42349065, ""lon"": -122.15467887}","{""""}","","","20 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1985,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-021",Escondido Village I - Unit 21,"{10-021,""Escondido Village I - Unit 21"",""Escondido Village, Building 021"",""Ev Unit-21""}","{""lat"": 37.42333395, ""lon"": -122.1548408}","{""""}","","","21 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1968,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-950",Peninsula Sanitary Service Inc,"{09-950,""Peninsula Sanitary Service Inc."",""Pssi Location""}","{""lat"": 37.42817668, ""lon"": -122.15853597}","{""""}","","","343 Bonair Siding",94305,CA,Stanford,"{""""}","{""""}",US,,
1966,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-940t",Big And Little Kids Place,"{09-940t,""Big And Little Kids Place"",""Kid'S Place""}","{""lat"": 37.43051601, ""lon"": -122.15631834}","{""""}","","","683 Pampas Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
1969,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-950t",Ccsc Mod,"{09-950t,""Ccsc Mod"",""Ccsc Modular""}","{""lat"": 37.43004132, ""lon"": -122.15590904}","{""""}","","","685 Pampas Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
1973,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-480","Escondido Village, Hastorf","{""10 Comstock Circle"",""Escondido Village, Hastorf"",""Albert H. Hastorf Iii House"",""Comstock 2""}","{""lat"": 37.42377589, ""lon"": -122.15621671}","{""""}","","","10 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1970,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-s363",Sunken Diamond Batting Cage,"{09-S363,""Batng Cage"",""Sunken Diamond Batting Cage""}","{""lat"": 37.4318442, ""lon"": -122.15774477}","{""""}","","","162 Churchill Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1981,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-017","Escondido Village, Building 017","{10-017,""7 Comstock Circle"",""Escondido Village I - Unit 17"",""Escondido Village, Building 017"",""Ev Unit-17""}","{""lat"": 37.42433842, ""lon"": -122.15452103}","{""""}","","","17 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1972,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-001","Escondido Village, Building 001","{""1 Comstock Circle"",Housing,""Non-Stanford Entity"",Sts,""Escondido Village, Building 001"",Sts,10-001,""Academic Graduate Housing"",Admin,""Cppm-Admin Costs-Central"",""Escondido Village I - Unit 1""}","{""lat"": 37.42361671, ""lon"": -122.15720623}","{""""}","","","1 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1974,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"11-500",Daper Departmentwide Operations,"{11-500,""Daper Departmentwide Ops"",""Daper Departmentwide Operations"",Daper,""Dean'S Office Operations"",""Dean'S Office"",""Faculty/Staff Housing"",""Hoover Institution Operations"",Hoover,""Law Dean'S Office"",Law,Mitchell,Operations,""Pearce Mitchell Houses"",""Pearce Mit""}","{""lat"": 37.42105169, ""lon"": -122.16695526}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1979,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-015","Escondido Village, Building 015","{10-015,""5 Comstock Circle"",""Escondido Village I - Unit 15"",""Escondido Village, Building 015"",""Ev Unit-15""}","{""lat"": 37.42425958, ""lon"": -122.15520103}","{""""}","","","15 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1971,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,cd-templeton-plaza,Cobb Track And Angell Field,"{""Cathy & Dink Templeton Plaza"",""Cobb Track And Angell Field"",""Cobb Track"",""Ottis Chandler Infield"",""Payton Jordon Plaza""}","{""lat"": 37.43178012, ""lon"": -122.16266022}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1980,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-016","Escondido Village, Building 016","{10-016,""6 Comstock Circle"",""Escondido Village I - Unit 16"",""Escondido Village, Building 016"",""Ev Unit-16""}","{""lat"": 37.42443989, ""lon"": -122.15512193}","{""""}","","","16 Comstock Circle",94305,CA,Stanford,"{""""}","{""""}",US,,
1986,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-023",Escondido Village I - Unit 23,"{10-023,""Escondido Village I - Unit 23"",""Escondido Village, Building 023"",""Ev Unit-23""}","{""lat"": 37.42272041, ""lon"": -122.15467376}","{""""}","","","23 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1987,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-024",Escondido Village I - Unit 24,"{10-024,""Escondido Village I - Unit 24"",""Escondido Village, Building 024"",""Ev Unit-24""}","{""lat"": 37.42290743, ""lon"": -122.15439894}","{""""}","","","24 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1988,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-025",Escondido Village I - Unit 25,"{10-025,""Escondido Village I - Unit 25"",""Escondido Village, Building 025"",""Ev Unit-25""}","{""lat"": 37.42304118, ""lon"": -122.15426567}","{""""}","","","25 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1989,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-026",Escondido Village I - Unit 26,"{10-026,""Escondido Village I - Unit 26"",""Escondido Village, Building 026"",""Ev Unit-26""}","{""lat"": 37.42333744, ""lon"": -122.1540988}","{""""}","","","26 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1990,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-027",Escondido Village I - Unit 27,"{10-027,""Escondido Village I - Unit 27"",""Escondido Village, Building 027"",""Ev Unit-27""}","{""lat"": 37.42353039, ""lon"": -122.15399027}","{""""}","","","27 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1991,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-028",Escondido Village I - Unit 28,"{10-028,""Escondido Village I - Unit 28"",""Escondido Village, Building 028"",""Ev Unit-28""}","{""lat"": 37.42377372, ""lon"": -122.15391051}","{""""}","","","28 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1992,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-029",Escondido Village I - Unit 29,"{10-029,""Escondido Village I - Unit 29"",""Escondido Village, Building 029"",""Ev Unit-29""}","{""lat"": 37.42391741, ""lon"": -122.15361143}","{""""}","","","29 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
1993,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-030",Escondido Village I - Unit 30,"{10-030,""Escondido Village I - Unit 30"",""Escondido Village, Building 030"",""Ev Unit-30""}","{""lat"": 37.42407674, ""lon"": -122.15390435}","{""""}","","","30 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1994,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-031",Escondido Village I - Unit 31,"{10-031,""Escondido Village I - Unit 31"",""Escondido Village, Building 031"",""Ev Unit-31""}","{""lat"": 37.42453751, ""lon"": -122.15438731}","{""""}","","","31 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1995,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-032",Escondido Village I - Unit 32,"{10-032,""Escondido Village I - Unit 32"",""Escondido Village, Building 032"",""Ev Unit-32""}","{""lat"": 37.42470648, ""lon"": -122.15506192}","{""""}","","","32 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1996,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-033","Escondido Village, Building 033","{10-033,""Escondido Village, Building 033"",""Ev Unit-33""}","{""lat"": 37.42490872, ""lon"": -122.15491443}","{""""}","","","33 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1997,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-034",Escondido Village I - Unit 34,"{10-034,""Escondido Village I - Unit 34"",""Escondido Village, Building 034"",""Ev Unit-34""}","{""lat"": 37.42518082, ""lon"": -122.15543124}","{""""}","","","34 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1998,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-035",Escondido Village I - Unit 35,"{10-035,""Escondido Village I - Unit 35"",""Escondido Village, Building 035"",""Ev Unit-35""}","{""lat"": 37.42534094, ""lon"": -122.15527986}","{""""}","","","35 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1999,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-036",Escondido Village I - Unit 36,"{10-036,""Escondido Village I - Unit 36"",""Escondido Village, Building 036"",""Ev Unit-36""}","{""lat"": 37.42552397, ""lon"": -122.15504446}","{""""}","","","36 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
2000,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-038",Escondido Village I - Unit 38,"{10-038,""Escondido Village I - Unit 38"",""Escondido Village, Building 038"",""Ev Unit-38""}","{""lat"": 37.42481365, ""lon"": -122.15396678}","{""""}","","","38 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
2001,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-039",Escondido Village I - Unit 39,"{10-039,""Escondido Village I - Unit 39"",""Escondido Village, Building 039"",""Ev Unit-39""}","{""lat"": 37.42502243, ""lon"": -122.15385433}","{""""}","","","39 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
2002,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-040",Escondido Village I - Unit 40,"{10-040,""Escondido Village I - Unit 40"",""Escondido Village, Building 040"",""Ev Unit-40""}","{""lat"": 37.42437985, ""lon"": -122.15334569}","{""""}","","","40 Angell Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
2003,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-041",Escondido Village I - Unit 41,"{10-041,""Escondido Village I - Unit 41"",""Escondido Village, Building 041"",""Ev Unit-41""}","{""lat"": 37.42453681, ""lon"": -122.15313426}","{""""}","","","41 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
2004,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-049",Escondido Village I - Unit 49,"{10-049,""Escondido Village I - Unit 49"",""Escondido Village, Building 049"",""Ev Unit-49""}","{""lat"": 37.42587409, ""lon"": -122.1535572}","{""""}","","","49 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2005,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-042",Escondido Village I - Unit 42,"{10-042,""Escondido Village I - Unit 42"",""Escondido Village, Building 042"",""Ev Unit-42""}","{""lat"": 37.42476239, ""lon"": -122.15295475}","{""""}","","","42 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
2184,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"11-290","717 Dolores","{11-290,""717 Dolores"",Dolores,""Taxi House""}","{""lat"": 37.41821617, ""lon"": -122.16591324}","{""""}","","","717 Dolores Street",94305,CA,Stanford,"{""""}","{""""}",US,,
2006,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-052",Escondido Village I - Unit 52,"{10-052,""Escondido Village I - Unit 52"",""Escondido Village, Building 052"",""Ev Unit-52""}","{""lat"": 37.42619978, ""lon"": -122.15439877}","{""""}","","","52 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2007,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-053",Escondido Village I - Unit 53,"{10-053,""Escondido Village I - Unit 53"",""Escondido Village, Building 053"",""Ev Unit-53""}","{""lat"": 37.42645941, ""lon"": -122.15431558}","{""""}","","","53 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2087,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-209",Rains 209,"{10-209,""Rains 209"",""Rains, Building 209""}","{""lat"": 37.42155108, ""lon"": -122.15838297}","{""""}","","","209 Running Farm Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2008,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-050",Escondido Village I - Unit 50,"{10-050,""Escondido Village I - Unit 50"",""Escondido Village, Building 050"",""Ev Unit-50""}","{""lat"": 37.42577857, ""lon"": -122.15376894}","{""""}","","","50 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2009,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-054",Escondido Village I - Unit 54,"{10-054,""Escondido Village I - Unit 54"",""Escondido Village, Building 054"",""Ev Unit-54""}","{""lat"": 37.42662056, ""lon"": -122.15412514}","{""""}","","","54 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2010,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-055",Escondido Village Ii - Unit 55,"{10-055,""Escondido Village Ii - Unit 55"",""Escondido Village, Building 055"",""Ev Ii""}","{""lat"": 37.42693031, ""lon"": -122.15342969}","{""""}","","","55 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2011,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-056",Escondido Village Ii - Unit 56,"{10-056,""Escondido Village Ii - Unit 56"",""Escondido Village, Building 056"",""Ev Unit-56""}","{""lat"": 37.42653869, ""lon"": -122.15339813}","{""""}","","","56 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2012,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-057",Escondido Village Ii - Unit 57,"{10-057,""Escondido Village Ii - Unit 57"",""Escondido Village, Building 057"",""Ev Unit-57""}","{""lat"": 37.42637257, ""lon"": -122.15297873}","{""""}","","","57 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2013,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-058",Escondido Village Ii - Unit 58,"{10-058,""Escondido Village Ii - Unit 58"",""Escondido Village, Building 058"",""Ev Unit-58""}","{""lat"": 37.42659268, ""lon"": -122.15246588}","{""""}","","","58 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2014,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-059",Escondido Village Ii - Unit 59,"{10-059,""Escondido Village Ii - Unit 59"",""Escondido Village, Building 059"",""Ev Unit-59""}","{""lat"": 37.42618318, ""lon"": -122.15241596}","{""""}","","","59 Dudley Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
2015,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-060",Escondido Village Ii - Unit 60,"{10-060,""Escondido Village Ii - Unit 60"",""Escondido Village, Building 060"",""Ev Unit-60""}","{""lat"": 37.42596996, ""lon"": -122.15197635}","{""""}","","","60 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
2016,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-062",Abrams,"{10-062,Abrams,""Escondido Village Ii - Unit 62"",""Escondido Village, Building 062"",""Ev Unit-62""}","{""lat"": 37.42650199, ""lon"": -122.15137473}","{""""}","","","62 Abrams Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
2017,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-061",Escondido Village Ii - Unit 61,"{10-061,""Escondido Village Ii - Unit 61"",""Escondido Village, Building 061"",""Ev Unit-61""}","{""lat"": 37.42611507, ""lon"": -122.15151063}","{""""}","","","61 Olmsted Road",94305,CA,Stanford,"{""""}","{""""}",US,,
2018,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-063",Escondido Ii Midrise-Abrams,"{10-063,""Escondido Ii Midrise-Abrams"",""Escondido Village, Abrams""}","{""lat"": 37.42674784, ""lon"": -122.15195209}","{""""}","","","63 Abrams Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
